Sector Description,Registration Status,Municipality,Average Wage Men,Average Wage Women
Aktivitetet financiare dhe te sigurimit,SH.P.K.,PRIZREN,545.71,502.39
Aktivitetet e tjera sherbyese,Individual,ISTOG,298.12,233.49
Mungon aktiviteti,Agjension i Huaj Qeveritar,PRIZREN,411.86,425.0
Transporti dhe magazinimi,SH.P.K.,KLINË,289.4,136.54
Arsimi,Individual,VITI,139.0,172.5
Industria nxjerrese,SH.P.K.,SUHAREKË,516.9,626.4
Industria perpunuese,Individual,KLINË,249.89,338.0
Industria perpunuese,Individual,MITROVICË,218.62,191.0
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Ortakëria e përgj.,SUHAREKË,420.43,176.45
Industria perpunuese,Kompani e huaj,FERIZAJ,490.51,361.15
"Furnizimi me rryme, gaz, avull dhe  ajer te kondicionuar",Shoqëri akcionare,GJAKOVË,436.49,588.16
"Artet, Argetimi dhe rekreacioni",Individual,KAÇANIK,150.0,307.5
Aktivitetet e tjera sherbyese,OJQ,GJAKOVË,184.15,193.73
Ndertimtaria,SH.P.K.,KLINË,330.42,369.06
Transporti dhe magazinimi,Individual,LIPJAN,218.93,214.33
Akomodimi dhe sherbimi ushqimor,SH.P.K.,PRIZREN,327.12,286.13
Person Fizik,Person fizik,FERIZAJ,279.71,252.79
Akomodimi dhe sherbimi ushqimor,Individual,GRAÇANICË,170.0,164.71
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,NOVOBËRDË,222.86,176.0
Akomodimi dhe sherbimi ushqimor,SH.P.K.,DEÇAN,224.46,227.05
Aktivitetet financiare dhe te sigurimit,SH.P.K.,KAMENICË,350.4,272.42
Informimi dhe komunikimi,SH.P.K.,MALISHEVË,296.67,350.0
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,KAMENICË,286.94,196.2
Person Fizik,Person fizik,KAMENICË,271.31,444.98
Aktivitetet e tjera sherbyese,Individual,PEJË,207.97,178.81
Ndertimtaria,Individual,MITROVICË VERIORE,265.0,170.0
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Kompani e huaj,FUSHË KOSOVË,268.6,328.0
Bujqesia;Pylltaria dhe Peshkimi,Individual,SKENDERAJ,189.04,174.67
Transporti dhe magazinimi,Shoqëri akcionare,GJILAN,507.89,468.41
"Aktivitetet profesionale, shkencore dhe teknike",Individual,KAMENICË,225.0,170.0
Transporti dhe magazinimi,Individual,SKENDERAJ,263.95,228.6
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,SKENDERAJ,298.91,265.15
Transporti dhe magazinimi,Individual,FUSHË KOSOVË,409.04,233.0
Aktivitetet e shendetit te njeriut dhe te punes sociale,SH.P.K.,MALISHEVË,139.38,170.0
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,KAMENICË,230.23,203.27
Aktivitetet e tjera sherbyese,Parti Politike,PRIZREN,236.5,221.93
Industria perpunuese,Individual,GLLOGOC,303.71,234.98
Ndertimtaria,Individual,FERIZAJ,254.68,240.56
Akomodimi dhe sherbimi ushqimor,Individual,FUSHË KOSOVË,241.5,224.91
Akomodimi dhe sherbimi ushqimor,SH.P.K.,FUSHË KOSOVË,200.06,175.0
"Artet, Argetimi dhe rekreacioni",Individual,GRAÇANICË,186.0,170.0
Aktivitetet e tjera sherbyese,Individual,SKENDERAJ,178.0,188.22
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,SH.P.K.,MITROVICË,234.95,287.04
Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,SH.P.K.,PEJË,345.18,300.0
Industria nxjerrese,SH.P.K.,KAMENICË,240.71,170.0
Industria nxjerrese,SH.P.K.,NOVOBËRDË,200.0,180.49
Mungon aktiviteti, Bashkësi Fetare,SKENDERAJ,470.2,240.0
"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,MITROVICË VERIORE,255.5,256.67
Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,SUHAREKË,306.37,213.09
Person Fizik,Person fizik,MALISHEVË,278.01,264.09
Ndertimtaria,SH.P.K.,MITROVICË VERIORE,272.96,250.0
"Aktivitetet profesionale, shkencore dhe teknike",Shoqëri akcionare,OBILIQ,706.92,630.75
Informimi dhe komunikimi,SH.P.K.,FERIZAJ,607.49,433.41
Mungon aktiviteti,OJQ,ISTOG,125.54,330.0
Akomodimi dhe sherbimi ushqimor,SH.P.K.,PRIZREN,238.45,276.66
Bujqesia;Pylltaria dhe Peshkimi,Ndërmarrje shoq.,FERIZAJ,170.0,428.57
Aktivitetet e tjera sherbyese,OJQ,MITROVICË,399.57,383.61
Sherbimet administrative dhe mbeshtetese,SH.P.K.,FUSHË KOSOVË,474.84,557.28
Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,ISTOG,346.25,285.2
Aktivitetet e tjera sherbyese,Individual,PODUJEVË,222.2,223.22
Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,KAMENICË,200.45,194.17
Transporti dhe magazinimi,SH.P.K.,PODUJEVË,346.88,429.79
Aktivitetet financiare dhe te sigurimit,Individual,GLLOGOC,356.76,328.15
Ndertimtaria,Individual,PARTESH,442.5,500.0
Aktivitetet e tjera sherbyese,Organizata Buxhetore,OBILIQ,250.0,500.0
Industria perpunuese,Individual,GJILAN,198.06,183.8
Mungon aktiviteti, Bashkësi Fetare,MALISHEVË,300.0,250.0
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Ortakëria e përgj.,PRISHTINË,505.02,441.99
Sherbimet administrative dhe mbeshtetese,SH.P.K.,GLLOGOC,454.98,423.45
Industria nxjerrese,SH.P.K.,LIPJAN,336.63,337.15
Sherbimet administrative dhe mbeshtetese,Individual,MALISHEVË,215.45,200.0
Aktivitetet e tjera sherbyese,OJQ,PEJË,491.4,298.65
"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,KLINË,258.68,240.52
Industria nxjerrese,SH.P.K.,FERIZAJ,329.47,306.67
Aktivitetet e shendetit te njeriut dhe te punes sociale,Kompani e huaj,PRIZREN,520.15,346.69
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,RANILLUG,135.0,170.0
Transporti dhe magazinimi,SH.P.K.,PRIZREN,324.88,268.21
Bujqesia;Pylltaria dhe Peshkimi,Individual,MAMUSHË,175.71,175.0
Akomodimi dhe sherbimi ushqimor,Individual,FERIZAJ,176.0,70.0
Akomodimi dhe sherbimi ushqimor,Individual,JUNIK,170.0,200.0
Industria perpunuese,Ortakëria e përgj.,PRISHTINË,414.71,289.48
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Shoqatë,PRISHTINË,637.39,598.29
Aktivitetet e patundshmerise,SH.P.K.,PRIZREN,427.88,387.13
Aktivitetet e tjera sherbyese,OJQ,ISTOG,377.4,282.22
Informimi dhe komunikimi,SH.P.K.,VITI,303.75,433.33
Person Fizik,Person fizik,OBILIQ,448.91,344.34
Sherbimet administrative dhe mbeshtetese,Individual,LIPJAN,302.0,278.63
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Organizata Buxhetore,KAMENICË,545.0,545.0
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,PODUJEVË,243.5,231.86
Arsimi,Individual,MALISHEVË,232.4,232.75
"Aktivitetet profesionale, shkencore dhe teknike",Ortakëria e përgj.,PRISHTINË,356.88,498.82
"Artet, Argetimi dhe rekreacioni",Individual,GJILAN,157.78,177.5
Informimi dhe komunikimi,Ortakëria e përgj.,FUSHË KOSOVË,555.83,474.56
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,SKENDERAJ,372.89,305.47
"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,MALISHEVË,391.82,311.28
Industria perpunuese,Individual,LEPOSAVIQ,210.38,195.0
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,ZUBIN POTOK,190.0,185.0
Transporti dhe magazinimi,SH.P.K.,MITROVICË,306.63,254.38
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,NOVOBËRDË,190.0,150.0
Transporti dhe magazinimi,Individual,JUNIK,170.0,170.0
Akomodimi dhe sherbimi ushqimor,Individual,HANI I ELEZIT,151.43,195.0
Arsimi,Individual,FERIZAJ,160.97,204.85
Industria perpunuese,SH.P.K.,PODUJEVË,312.53,250.72
Industria perpunuese,Ortakëria e përgj.,DEÇAN,200.0,200.0
Mungon aktiviteti,Organizata Buxhetore,VUSHTRRI,146.36,270.0
Akomodimi dhe sherbimi ushqimor,SH.P.K.,HANI I ELEZIT,315.62,292.72
Industria nxjerrese,SH.P.K.,GJILAN,262.64,116.96
Mungon aktiviteti,OJQ,GJAKOVË,449.15,563.36
Akomodimi dhe sherbimi ushqimor,SH.P.K.,KLINË,196.07,194.16
Akomodimi dhe sherbimi ushqimor,Individual,SUHAREKË,247.05,271.24
"Aktivitetet profesionale, shkencore dhe teknike",Ortakëria e përgj.,GJILAN,330.0,300.0
Akomodimi dhe sherbimi ushqimor,SH.P.K.,GJAKOVË,224.91,246.24
Aktivitetet financiare dhe te sigurimit,Individual,SHTËRPCË,170.0,170.0
Mungon aktiviteti,Parti Politike,PRIZREN,400.0,300.0
Person Fizik,Person fizik,FUSHË KOSOVË,685.83,473.61
Aktivitetet e tjera sherbyese,Individual,GJILAN,209.74,223.73
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,VITI,277.15,263.42
Arsimi,SH.P.K.,GLLOGOC,164.0,182.86
Ndertimtaria,Individual,FERIZAJ,264.46,227.36
Ndertimtaria,Individual,KAMENICË,203.21,186.43
Akomodimi dhe sherbimi ushqimor,Individual,PARTESH,170.0,200.0
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,SH.P.K.,VITI,242.03,259.81
"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,ISTOG,356.72,329.48
Ndertimtaria,SH.P.K.,MALISHEVË,378.34,377.78
Industria perpunuese,Individual,DRAGASH,201.64,213.39
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Ortakëria e përgj.,GLLOGOC,346.48,294.23
Akomodimi dhe sherbimi ushqimor,SH.P.K.,OBILIQ,170.0,174.3
Industria perpunuese,Individual,VUSHTRRI,234.95,195.46
Transporti dhe magazinimi,SH.P.K.,VUSHTRRI,274.49,337.24
"Artet, Argetimi dhe rekreacioni",SH.P.K.,PRIZREN,200.61,230.04
Ndertimtaria,SH.P.K.,MAMUSHË,310.0,250.0
Sherbimet administrative dhe mbeshtetese,Individual,GRAÇANICË,185.0,200.0
Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,Individual,PRIZREN,385.36,442.57
Sherbimet administrative dhe mbeshtetese,Kompani e huaj,GLLOGOC,371.07,275.46
Akomodimi dhe sherbimi ushqimor,Individual,OBILIQ,267.31,270.7
Arsimi,Individual,KAMENICË,164.0,170.0
Industria perpunuese,SH.P.K.,DEÇAN,464.93,290.77
Akomodimi dhe sherbimi ushqimor,SH.P.K.,SUHAREKË,280.02,270.56
Industria perpunuese,Individual,MALISHEVË,211.35,178.45
Industria perpunuese,Individual,LIPJAN,235.62,215.72
Industria perpunuese,Individual,SHTËRPCË,240.0,227.74
Informimi dhe komunikimi,SH.P.K.,DEÇAN,373.93,245.72
Aktivitetet e tjera sherbyese,SH.P.K.,GJAKOVË,448.61,350.66
Transporti dhe magazinimi,Individual,LIPJAN,251.07,246.36
Sherbimet administrative dhe mbeshtetese,SH.P.K.,GLLOGOC,543.72,418.5
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Shoqëri akcionare,PRISHTINË,648.93,462.5
Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,KAMENICË,198.0,238.13
"Artet, Argetimi dhe rekreacioni",Individual,PEJË,232.5,190.0
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Organizata Buxhetore,SUHAREKË,412.1,431.82
Sherbimet administrative dhe mbeshtetese,SH.P.K.,NOVOBËRDË,200.0,150.0
Akomodimi dhe sherbimi ushqimor,Individual,SUHAREKË,243.5,227.45
Ndertimtaria,Individual,PODUJEVË,280.68,241.64
Bujqesia;Pylltaria dhe Peshkimi,Individual,VUSHTRRI,218.85,209.67
Transporti dhe magazinimi,Individual,DRAGASH,216.25,170.0
Akomodimi dhe sherbimi ushqimor,Individual,MITROVICË,195.35,190.83
Akomodimi dhe sherbimi ushqimor,Individual,JUNIK,243.33,225.0
"Aktivitetet profesionale, shkencore dhe teknike",Individual,DRAGASH,275.83,330.0
Arsimi,Individual,PODUJEVË,194.78,165.89
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Ortakëria e përgj.,FUSHË KOSOVË,531.21,328.15
Aktivitetet e tjera sherbyese,OJQ,SUHAREKË,414.03,264.14
Ndertimtaria,Individual,GJAKOVË,230.7,283.38
Transporti dhe magazinimi,SH.P.K.,MALISHEVË,320.0,200.0
Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,GRAÇANICË,473.59,238.49
Transporti dhe magazinimi,SH.P.K.,MITROVICË,343.15,313.36
Bujqesia;Pylltaria dhe Peshkimi,Individual,SUHAREKË,174.5,174.85
Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,VITI,165.71,181.36
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Ndërmarrje shoq.,PRISHTINË,428.57,428.57
Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,PRIZREN,334.49,285.81
Arsimi,SH.P.K.,PEJË,472.48,412.13
Mungon aktiviteti,OJQ,KAMENICË,260.0,324.35
Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,SH.P.K.,MITROVICË,394.75,341.66
Ndertimtaria,SH.P.K.,LIPJAN,383.3,337.7
Arsimi,SH.P.K.,SUHAREKË,353.62,363.42
Industria nxjerrese,SH.P.K.,SHTIME,433.03,462.82
Aktivitetet e tjera sherbyese,SH.P.K.,GLLOGOC,110.0,190.0
Ndertimtaria,SH.P.K.,KAMENICË,374.12,320.69
Aktivitetet e tjera sherbyese,Individual,PEJË,200.27,184.69
Aktivitetet e tjera sherbyese,Individual,SHTIME,263.76,191.0
Akomodimi dhe sherbimi ushqimor,SH.P.K.,GLLOGOC,403.25,338.84
Arsimi,Individual,GLLOGOC,163.58,178.99
Transporti dhe magazinimi,Shoqëri akcionare,SUHAREKË,469.71,433.27
Aktivitetet e tjera sherbyese,Individual,HANI I ELEZIT,235.0,430.0
Industria perpunuese,Individual,HANI I ELEZIT,203.64,226.9
Sherbimet administrative dhe mbeshtetese,SH.P.K.,ISTOG,360.43,379.8
Akomodimi dhe sherbimi ushqimor,Individual,HANI I ELEZIT,158.46,195.0
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Organizata Buxhetore,MITROVICË,350.0,409.26
Arsimi,Individual,SUHAREKË,195.98,196.8
Aktivitetet e patundshmerise,SH.P.K.,FUSHË KOSOVË,347.36,518.05
Industria perpunuese,Ortakëria e përgj.,PODUJEVË,200.0,200.0
Aktivitetet e shendetit te njeriut dhe te punes sociale,Ortakëria e përgj.,PEJË,227.78,367.74
Mungon aktiviteti,Organizata Buxhetore,KAÇANIK,326.0,400.0
Industria nxjerrese,SH.P.K.,KLINË,524.62,283.49
Bujqesia;Pylltaria dhe Peshkimi,Individual,VUSHTRRI,197.44,174.29
Aktivitetet e tjera sherbyese,Individual,ISTOG,277.93,220.07
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Ortakëria e përgj.,FERIZAJ,299.06,224.99
Arsimi,Individual,GLLOGOC,176.54,215.72
Ndertimtaria,SH.P.K.,SKENDERAJ,640.68,360.89
Transporti dhe magazinimi,SH.P.K.,SKENDERAJ,290.32,250.0
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Individual,PRIZREN,200.0,170.0
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,RAHOVEC,352.94,290.45
Aktivitetet e tjera sherbyese,Organizata Buxhetore,PRISHTINË,705.2,569.31
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Ortakëria e përgj.,FUSHË KOSOVË,437.98,455.25
Bujqesia;Pylltaria dhe Peshkimi,Individual,VUSHTRRI,186.95,182.5
Transporti dhe magazinimi,Individual,DRAGASH,213.93,250.0
Transporti dhe magazinimi,Individual,PEJË,231.15,221.72
"Aktivitetet profesionale, shkencore dhe teknike",Ortakëria e përgj.,PRIZREN,170.0,215.79
Industria perpunuese,Individual,RAHOVEC,229.8,221.29
Akomodimi dhe sherbimi ushqimor,SH.P.K.,DRAGASH,285.0,233.33
Industria perpunuese,Individual,GLLOGOC,308.59,253.39
Akomodimi dhe sherbimi ushqimor,Individual,DEÇAN,187.55,239.0
Person Fizik,Person fizik,SUHAREKË,317.84,282.57
Aktivitetet e shendetit te njeriut dhe te punes sociale,SH.P.K.,KLINË,463.85,352.62
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Ortakëria e përgj.,GRAÇANICË,362.88,558.83
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Ortakëria e përgj.,DRAGASH,402.42,285.24
Mungon aktiviteti,OJQ,PODUJEVË,240.0,230.0
Mungon aktiviteti, Bashkësi Fetare,VUSHTRRI,618.99,306.25
Akomodimi dhe sherbimi ushqimor,SH.P.K.,HANI I ELEZIT,241.94,232.89
Transporti dhe magazinimi,Individual,JUNIK,170.0,170.0
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Ndërmarrje shoq.,PRISHTINË,428.57,428.57
Industria perpunuese,SH.P.K.,KAMENICË,517.4,324.18
Aktivitetet e tjera sherbyese,Individual,RAHOVEC,183.0,182.0
Industria nxjerrese,Individual,PEJË,200.0,260.0
"Furnizimi me rryme, gaz, avull dhe  ajer te kondicionuar",SH.P.K.,DRAGASH,368.63,300.0
"Furnizimi me rryme, gaz, avull dhe  ajer te kondicionuar",SH.P.K.,VITI,312.5,250.0
"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,MITROVICË VERIORE,176.5,285.0
Industria nxjerrese,Individual,PRISHTINË,300.0,400.0
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,HANI I ELEZIT,260.63,214.07
Sherbimet administrative dhe mbeshtetese,Ortakëria e përgj.,FERIZAJ,170.0,170.0
Akomodimi dhe sherbimi ushqimor,Individual,MITROVICË,220.51,222.09
Aktivitetet e shendetit te njeriut dhe te punes sociale,SH.P.K.,FERIZAJ,403.35,290.07
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,VUSHTRRI,399.77,266.72
"Aktivitetet profesionale, shkencore dhe teknike",Ortakëria e përgj.,PRIZREN,170.0,215.79
Informimi dhe komunikimi,SH.P.K.,DRAGASH,200.0,200.0
Akomodimi dhe sherbimi ushqimor,SH.P.K.,SUHAREKË,278.32,259.53
Aktivitetet financiare dhe te sigurimit,Individual,PRIZREN,206.56,253.16
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,JUNIK,261.94,213.92
Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,SHTËRPCË,242.0,150.0
Bujqesia;Pylltaria dhe Peshkimi,Individual,GJILAN,224.41,175.0
Ndertimtaria,Individual,GRAÇANICË,200.0,200.0
Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,RAHOVEC,120.0,162.5
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,ISTOG,240.91,221.34
Mungon aktiviteti,Organizata Buxhetore,VUSHTRRI,67.5,105.0
Aktivitetet e tjera sherbyese,OJQ,ISTOG,429.39,292.9
Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,Individual,PRIZREN,368.88,442.57
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,MAMUSHË,265.1,284.29
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Ortakëria e përgj.,MITROVICË,368.15,178.57
Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,PEJË,385.19,328.67
Aktivitetet e patundshmerise,Shoqëri akcionare,PRISHTINË,462.32,441.93
Bujqesia;Pylltaria dhe Peshkimi,Individual,LIPJAN,281.41,205.0
Bujqesia;Pylltaria dhe Peshkimi,Ndërmarrje pub.,PRIZREN,204.3,204.3
Industria perpunuese,Shoqëri akcionare,PRISHTINË,470.03,443.93
Informimi dhe komunikimi,SH.P.K.,SUHAREKË,483.97,539.55
Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,MITROVICË,418.95,237.82
Informimi dhe komunikimi,SH.P.K.,SKENDERAJ,360.11,328.15
Ndertimtaria,Individual,MITROVICË VERIORE,233.33,170.0
Aktivitetet financiare dhe te sigurimit,Individual,SHTIME,260.0,130.0
Bujqesia;Pylltaria dhe Peshkimi,Individual,PRIZREN,220.3,230.66
Transporti dhe magazinimi,SH.P.K.,LIPJAN,422.4,346.57
Transporti dhe magazinimi,Individual,NOVOBËRDË,200.0,200.0
"Artet, Argetimi dhe rekreacioni",Individual,GRAÇANICË,200.0,170.0
"Artet, Argetimi dhe rekreacioni",SH.P.K.,SKENDERAJ,215.79,305.26
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,KLINË,288.79,263.23
Mungon aktiviteti, Bashkësi Fetare,VITI,331.94,305.26
Industria nxjerrese,SH.P.K.,KAÇANIK,789.94,462.13
Aktivitetet e tjera sherbyese,OJQ,PRIZREN,401.92,540.25
Aktivitetet e tjera sherbyese, Bashkësi Fetare,PEJË,431.09,240.0
Arsimi,SH.P.K.,GJAKOVË,250.12,194.47
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,HANI I ELEZIT,474.41,234.29
Industria perpunuese,SH.P.K.,ISTOG,486.67,311.59
Aktivitetet e shendetit te njeriut dhe te punes sociale,SH.P.K.,KLINË,634.49,371.41
Transporti dhe magazinimi,SH.P.K.,MITROVICË,290.99,252.58
Person Fizik,Person fizik,SKENDERAJ,245.0,203.33
Aktivitetet financiare dhe te sigurimit,SH.P.K.,GJAKOVË,208.92,182.31
Sherbimet administrative dhe mbeshtetese,Individual,GJILAN,286.55,206.05
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Organizata Buxhetore,MALISHEVË,344.55,408.33
Ndertimtaria,Kompani e huaj,PRISHTINË,643.35,506.95
Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,Shoqëri akcionare,PEJË,497.86,363.92
Ndertimtaria,Individual,FERIZAJ,305.09,283.23
Aktivitetet e tjera sherbyese,Individual,FUSHË KOSOVË,239.58,186.92
Aktivitetet e shendetit te njeriut dhe te punes sociale,SH.P.K.,PODUJEVË,352.78,228.1
Informimi dhe komunikimi,Individual,SKENDERAJ,196.67,212.0
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Organizata Buxhetore,PRIZREN,429.04,416.0
Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,VITI,208.12,204.95
Industria perpunuese,SH.P.K.,MITROVICË VERIORE,223.13,258.62
Transporti dhe magazinimi,Shoqëri akcionare,FUSHË KOSOVË,564.51,551.31
"Artet, Argetimi dhe rekreacioni",Individual,PRIZREN,205.64,268.16
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Individual,PRISHTINË,463.77,265.26
"Artet, Argetimi dhe rekreacioni",SH.P.K.,LIPJAN,701.0,240.0
Industria perpunuese,Shoqëri akcionare,LIPJAN,621.64,366.21
Person Fizik,Person fizik,VITI,246.34,258.86
Arsimi,Individual,SUHAREKË,200.32,206.55
Aktivitetet e tjera sherbyese,SH.P.K.,LIPJAN,196.67,170.0
Informimi dhe komunikimi,Ndërmarrje shoq.,PRISHTINË,439.05,530.96
Akomodimi dhe sherbimi ushqimor,Individual,KAMENICË,238.21,227.3
Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,Shoqëri akcionare,FERIZAJ,544.98,525.39
Person Fizik,Person fizik,KAMENICË,225.89,204.08
Aktivitetet e tjera sherbyese,Individual,VUSHTRRI,173.33,140.0
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,DRAGASH,220.69,245.03
Aktivitetet e tjera sherbyese,Individual,RAHOVEC,177.22,208.0
Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,KAÇANIK,253.33,203.71
"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,GRAÇANICË,816.19,507.12
Aktivitetet e shendetit te njeriut dhe te punes sociale,SH.P.K.,KLINË,463.6,370.77
Arsimi,SH.P.K.,VITI,158.0,240.14
Aktivitetet e shendetit te njeriut dhe te punes sociale,SH.P.K.,DEÇAN,510.25,283.33
Aktivitetet e tjera sherbyese,SH.P.K.,LIPJAN,170.0,170.0
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Organizata Buxhetore,DEÇAN,383.33,300.0
Aktivitetet e tjera sherbyese,SH.P.K.,GLLOGOC,198.65,243.86
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,PARTESH,180.0,171.54
Industria perpunuese,SH.P.K.,VITI,326.26,261.45
Aktivitetet financiare dhe te sigurimit,Individual,PRISHTINË,278.68,256.46
Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,DEÇAN,462.63,332.35
Sherbimet administrative dhe mbeshtetese,Individual,VITI,175.83,180.0
Aktivitetet financiare dhe te sigurimit,SH.P.K.,MITROVICË,182.89,216.67
Sherbimet administrative dhe mbeshtetese,SH.P.K.,VITI,255.0,220.0
